Page 0x00 Registers Name,Port 1,Port 2,Port 3,Port 4,
CHANNEL MONITORING VALUES - Tx2 PWR MSB,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Tx2 PWR LSB,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Tx3 PWR MSB,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Tx3 PWR LSB,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Tx4 PWR MSB,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Tx4 PWR LSB,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 4,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 4,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 4,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 4,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 4,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 4,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 4,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 4,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 5,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 5,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 5,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 5,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 5,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 5,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 5,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Reserved channel Monitor set 5,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Vendor Specific,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Vendor Specific,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Vendor Specific,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Vendor Specific,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Vendor Specific,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Vendor Specific,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Vendor Specific,0x0000,0x0000,0x0000,0x0000,
CHANNEL MONITORING VALUES - Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
CONTROL FUNCTION BYTES - Tx Disable,0x0000,0x0000,0x0000,0x0000,
CONTROL FUNCTION BYTES - Rx Rate Select,0x0000,0x0000,0x0000,0x0000,
CONTROL FUNCTION BYTES - Tx Rate Select,0x0000,0x0000,0x0000,0x0000,
CONTROL FUNCTION BYTES - Rx4 Application Select,0x0000,0x0000,0x0000,0x0000,
CONTROL FUNCTION BYTES - Rx3 Application Select,0x0000,0x0000,0x0000,0x0000,
CONTROL FUNCTION BYTES - Rx2 Application Select,0x0000,0x0000,0x0000,0x0000,
CONTROL FUNCTION BYTES - Rx1 Application Select,0x0000,0x0000,0x0000,0x0000,
CONTROL FUNCTION BYTES - Power,0x0000,0x0000,0x0001,0x0001,
CONTROL FUNCTION BYTES - Tx4 Application Select,0x0000,0x0000,0x0000,0x0000,
CONTROL FUNCTION BYTES - Tx3 Application Select,0x0000,0x0000,0x0000,0x0000,
CONTROL FUNCTION BYTES - Tx2 Application Select,0x0000,0x0000,0x0000,0x0000,
CONTROL FUNCTION BYTES - Tx1 Application Select,0x0000,0x0000,0x0000,0x0000,
CONTROL FUNCTION BYTES - Tx/Rx CDR Control,0x0000,0x0000,0x00ff,0x00ff,
CONTROL FUNCTION BYTES - Reserved,0x0000,0x0000,0x0000,0x0000,
HARDWARE INTERRUPT PIN MASKING BITS - M Tx/Rx LOS,0x0000,0x0000,0x0000,0x0000,
HARDWARE INTERRUPT PIN MASKING BITS - M Tx Fault,0x0000,0x0000,0x0000,0x0000,
HARDWARE INTERRUPT PIN MASKING BITS - M Tx/RX CDR LOL,0x0000,0x0000,0x0000,0x0000,
HARDWARE INTERRUPT PIN MASKING BITS - M Temp,0x0000,0x0000,0x0000,0x0000,
HARDWARE INTERRUPT PIN MASKING BITS - M Vcc,0x0000,0x0000,0x0000,0x0000,
HARDWARE INTERRUPT PIN MASKING BITS - Vendor Specific,0x0000,0x0000,0x0000,0x0000,
HARDWARE INTERRUPT PIN MASKING BITS - Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Max Power,0x0000,0x0000,0x0000,0x0000,
FREE SIDE DEVICE PROPERTIES - Propagation Delay MSB,0x0000,0x0000,0x0000,0x0000,
FREE SIDE DEVICE PROPERTIES - Propagation Delay LSB,0x0002,0x0002,0x0000,0x0000,
FREE SIDE DEVICE PROPERTIES,0x0038,0x0038,0x0000,0x0000,
FREE SIDE DEVICE PROPERTIES - PCI Express,0x0000,0x0000,0x0000,0x0000,
FREE SIDE DEVICE PROPERTIES - PCI Express,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0010,0x0010,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,0x0000,0x0000,
Page Select Byte,0x0000,0x0000,0x0000,0x0000,
Identifier,0x0011,0x0011,0x0011,0x0011,
Ext. Identifier,0x0000,0x0000,0x008c,0x008c,
Connector,0x0023,0x0023,0x0023,0x0023,
Specification Compliance,0x0088,0x0088,0x0081,0x0081,
Specification Compliance,0x0000,0x0000,0x0000,0x0000,
Specification Compliance,0x0070,0x0070,0x0000,0x0000,
Specification Compliance,0x0000,0x0000,0x0000,0x0000,
Specification Compliance,0x0000,0x0000,0x0000,0x0000,
Specification Compliance,0x0000,0x0000,0x0000,0x0000,
Specification Compliance,0x0000,0x0000,0x0000,0x0000,
Specification Compliance,0x0000,0x0000,0x0000,0x0000,
Encoding,0x0000,0x0000,0x0005,0x0005,
BR Nominal,0x00ff,0x00ff,0x00ff,0x00ff,
Extended Rate Select Compliance,0x0000,0x0000,0x0000,0x0000,
Length(SMF),0x0000,0x0000,0x0000,0x0000,
Length(OM3 50um),0x0000,0x0000,0x0000,0x0000,
Length(OM2 50um),0x0000,0x0000,0x0000,0x0000,
Length(OM1 62.5um),0x0000,0x0000,0x0000,0x0000,
Length(Passive or Active),0x0003,0x0003,0x0003,0x0003,
Device Tech,0x00a0,0x00a0,0x0000,0x0000,
Vendor Name,0x004d,0x004d,0x004d,0x004d,
Vendor Name,0x006f,0x006f,0x0065,0x0065,
Vendor Name,0x006c,0x006c,0x006c,0x006c,
Vendor Name,0x0065,0x0065,0x006c,0x006c,
Vendor Name,0x0078,0x0078,0x0061,0x0061,
Vendor Name,0x0020,0x0020,0x006e,0x006e,
Vendor Name,0x0020,0x0020,0x006f,0x006f,
Vendor Name,0x0020,0x0020,0x0078,0x0078,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Extended Module,0x000f,0x000f,0x0000,0x0000,
Vendor OUI,0x0000,0x0000,0x0000,0x0000,
Vendor OUI,0x0009,0x0009,0x0002,0x0002,
Vendor OUI,0x003a,0x003a,0x00c9,0x00c9,
Vendor PN,0x0031,0x0031,0x004d,0x004d,
Vendor PN,0x0030,0x0030,0x0046,0x0046,
Vendor PN,0x0030,0x0030,0x0041,0x0041,
Vendor PN,0x0032,0x0032,0x0031,0x0031,
Vendor PN,0x0039,0x0039,0x0041,0x0041,
Vendor PN,0x0037,0x0037,0x0030,0x0030,
Vendor PN,0x0031,0x0031,0x0030,0x0030,
Vendor PN,0x0033,0x0033,0x002d,0x002d,
Vendor PN,0x0030,0x0030,0x0043,0x0043,
Vendor PN,0x0031,0x0031,0x0030,0x0030,
Vendor PN,0x0020,0x0020,0x0030,0x0030,
Vendor PN,0x0020,0x0020,0x0033,0x0033,
Vendor PN,0x0020,0x0020,0x0020,0x0020,
Vendor PN,0x0020,0x0020,0x0020,0x0020,
Vendor PN,0x0020,0x0020,0x0020,0x0020,
Vendor PN,0x0020,0x0020,0x0020,0x0020,
Vendor Rev,0x0020,0x0020,0x0041,0x0041,
Vendor Rev,0x0020,0x0020,0x0043,0x0043,
Wavelength or Copper Cable Attenuation,0x0007,0x0007,0x0042,0x0042,
Wavelength or Copper Cable Attenuation,0x000a,0x000a,0x0068,0x0068,
Wavelength Tolerance or Copper Cable Attenuation,0x000c,0x000c,0x000b,0x000b,
Wavelength Tolerance or Copper Cable Attenuation,0x0012,0x0012,0x00b8,0x00b8,
Max Case Temp.,0x0000,0x0000,0x0046,0x0046,
CC_BASE,0x00ac,0x00ac,0x00b3,0x00b3,
Link Codes,0x000b,0x000b,0x0001,0x0001,
Options,0x0000,0x0000,0x0007,0x0007,
Options,0x0000,0x0000,0x00f5,0x00f5,
Options,0x0000,0x0000,0x001e,0x001e,
Vendor SN,0x0036,0x0036,0x004d,0x004d,
Vendor SN,0x0032,0x0032,0x0054,0x0054,
Vendor SN,0x0039,0x0039,0x0031,0x0031,
Vendor SN,0x0034,0x0034,0x0036,0x0036,
Vendor SN,0x0032,0x0032,0x0035,0x0035,
Vendor SN,0x0030,0x0030,0x0031,0x0031,
Vendor SN,0x0038,0x0038,0x0046,0x0046,
Vendor SN,0x0036,0x0036,0x0054,0x0054,
Vendor SN,0x0031,0x0031,0x0030,0x0030,
Vendor SN,0x0020,0x0020,0x0031,0x0031,
Vendor SN,0x0020,0x0020,0x0038,0x0038,
Vendor SN,0x0020,0x0020,0x0032,0x0032,
Vendor SN,0x0020,0x0020,0x0039,0x0039,
Vendor SN,0x0020,0x0020,0x0020,0x0020,
Vendor SN,0x0020,0x0020,0x0020,0x0020,
Vendor SN,0x0020,0x0020,0x0020,0x0020,
Date Code - ASCII Code Two Low Order Digits of Year,0x0031,0x0031,0x0031,0x0031,
Date Code - ASCII Code Two Low Order Digits of Year,0x0036,0x0036,0x0036,0x0036,
Date Code - ASCII Code Digits of Month,0x0031,0x0031,0x0031,0x0031,
Date Code - ASCII Code Digits of Month,0x0030,0x0030,0x0031,0x0031,
Date Code - ASCII Code Day of Month,0x0032,0x0032,0x0031,0x0031,
Date Code - ASCII Code Day of Month,0x0030,0x0030,0x0039,0x0039,
Date Code - ASCII Code Vendor Specific Lot Code,0x0020,0x0020,0x0020,0x0020,
Date Code - ASCII Code Vendor Specific Lot Code,0x0020,0x0020,0x0020,0x0020,
Diagnostic Monitoring Type,0x0000,0x0000,0x0000,0x0000,
Enhanced Options,0x0000,0x0000,0x0000,0x0000,
BR Nominal,0x0067,0x0067,0x0067,0x0067,
CC EXT,0x0092,0x0092,0x0061,0x0061,
Vendor Specific,0x0000,0x0000,0x0036,0x0036,
Vendor Specific,0x0000,0x0000,0x0034,0x0034,
Vendor Specific,0x0000,0x0000,0x0035,0x0035,
Vendor Specific,0x0000,0x0000,0x0046,0x0046,
Vendor Specific,0x0000,0x0000,0x004d,0x004d,
Vendor Specific,0x0000,0x0000,0x0041,0x0041,
Vendor Specific,0x0000,0x0000,0x0031,0x0031,
Vendor Specific,0x0000,0x0000,0x0034,0x0034,
Vendor Specific,0x0000,0x0000,0x0036,0x0036,
Vendor Specific,0x0000,0x0000,0x0047,0x0047,
Vendor Specific,0x0000,0x0000,0x0034,0x0035,
Vendor Specific,0x0000,0x0000,0x0033,0x0037,
Vendor Specific,0x0000,0x0000,0x0036,0x0035,
Vendor Specific,0x0000,0x0000,0x0031,0x0037,
Vendor Specific,0x0000,0x0000,0x0020,0x0020,
Vendor Specific,0x0000,0x0000,0x0020,0x0020,
Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Vendor Specific,0x0000,0x0000,0x0001,0x0001,
Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Vendor Specific,0x0000,0x0000,0x000e,0x000e,
Vendor Specific,0x0000,0x0000,0x0030,0x0030,
Vendor Specific,0x0000,0x0000,0x0000,0x0000,
Vendor Specific,0x0000,0x0000,0x0000,0x0000,
